,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
10,1388552537922363394,1388495182471991297,1619891697000.0,2021-05-02 01:54:57,+0800,,@DHLExpressIndia #DHL got it  #DHLSpotAndWin  #TheTeamBehindTheTeam @DHLExpressIndia  https://t.co/avWsTq9ewG,en,"['dhl', 'dhlspotandwin', 'theteambehindtheteam']",[],1284373001123663878,1284373001123663878,GODBLES321,pritee,7,01,https://twitter.com/GODBLES321/status/1388552537922363394,[],['https://pbs.twimg.com/media/E0UhKJbUUAEkJ2F.jpg'],1,https://pbs.twimg.com/media/E0UhKJbUUAEkJ2F.jpg,False,0,0,0,,#dhl,,,,,,,"[{'screen_name': 'DHLExpressIndia', 'name': 'DHL Express India', 'id': '381909397'}]",,,,
11,1388549771665711106,1388495182471991297,1619891038000.0,2021-05-02 01:43:58,+0800,,@DHLExpressIndia #DHL  #DHLSpotAndWin  #TheTeamBehindTheTeam Here is my sc of dhl  @DHLExpressIndia  https://t.co/q4IJxISAP6,en,"['dhl', 'dhlspotandwin', 'theteambehindtheteam']",[],896764829909659648,896764829909659648,janardansingh09,Ashwani Singh #LoveuMaa,7,01,https://twitter.com/janardansingh09/status/1388549771665711106,[],['https://pbs.twimg.com/media/E0Uepk6VUAA7KwW.jpg'],1,https://pbs.twimg.com/media/E0Uepk6VUAA7KwW.jpg,False,0,0,0,,#dhl,,,,,,,"[{'screen_name': 'DHLExpressIndia', 'name': 'DHL Express India', 'id': '381909397'}]",,,,
12,1388549658843049984,1388495182471991297,1619891011000.0,2021-05-02 01:43:31,+0800,,@DHLExpressIndia #DHL  #DHLSpotAndWin  #TheTeamBehindTheTeam @DHLExpressIndia  https://t.co/peM40qZEnn,und,"['dhl', 'dhlspotandwin', 'theteambehindtheteam']",[],896764829909659648,896764829909659648,janardansingh09,Ashwani Singh #LoveuMaa,7,01,https://twitter.com/janardansingh09/status/1388549658843049984,[],['https://pbs.twimg.com/media/E0UeilGUYAASTir.jpg'],1,https://pbs.twimg.com/media/E0UeilGUYAASTir.jpg,False,0,0,0,,#dhl,,,,,,,"[{'screen_name': 'DHLExpressIndia', 'name': 'DHL Express India', 'id': '381909397'}]",,,,
13,1388548593246638086,1388548593246638086,1619890757000.0,2021-05-02 01:39:17,+0800,,@DHLExpressIndia Spotted 🔍 the #DHL Branding  #TheTeamBehindTheTeam #DHLSpotAndWin #CSKvsMI #ContestAlert  https://t.co/KZd6zaffEx,en,"['dhl', 'theteambehindtheteam', 'dhlspotandwin', 'cskvsmi', 'contestalert']",[],467226889,467226889,Som_TheBongGuy,🅂🄾🄼 🄽🄰🅃🄷,7,01,https://twitter.com/Som_TheBongGuy/status/1388548593246638086,[],['https://pbs.twimg.com/media/E0UdlHSVIAI1p6l.jpg'],1,https://pbs.twimg.com/media/E0UdlHSVIAI1p6l.jpg,False,0,0,0,,#dhl,,,,,,,[],,,,
14,1388541753288912899,1388541753288912899,1619889126000.0,2021-05-02 01:12:06,+0800,,@DHLExpressIndia Spotted the #DHL Branding at the Ground 🏟️ #TheTeamBehindTheTeam #DHLSpotAndWin #CSKvsMI #ContestAlert  https://t.co/4T5Xpi1iJm,en,"['dhl', 'theteambehindtheteam', 'dhlspotandwin', 'cskvsmi', 'contestalert']",[],467226889,467226889,Som_TheBongGuy,🅂🄾🄼 🄽🄰🅃🄷,7,01,https://twitter.com/Som_TheBongGuy/status/1388541753288912899,[],['https://pbs.twimg.com/media/E0UXXS6VgAA6s7-.jpg'],1,https://pbs.twimg.com/media/E0UXXS6VgAA6s7-.jpg,False,0,0,0,,#dhl,,,,,,,[],,,,
15,1388540966852730886,1388540966852730886,1619888938000.0,2021-05-02 01:08:58,+0800,,@DHLExpressIndia Spotted the #DHL Branding #TheTeamBehindTheTeam #DHLSpotAndWin #CSKvsMI #ContestAlert  https://t.co/90uaLHUZqP,en,"['dhl', 'theteambehindtheteam', 'dhlspotandwin', 'cskvsmi', 'contestalert']",[],467226889,467226889,Som_TheBongGuy,🅂🄾🄼 🄽🄰🅃🄷,7,01,https://twitter.com/Som_TheBongGuy/status/1388540966852730886,[],"['https://pbs.twimg.com/media/E0UWn8NVgAAB_po.jpg', 'https://pbs.twimg.com/media/E0UWo_HVUAI8QW2.jpg']",1,https://pbs.twimg.com/media/E0UWn8NVgAAB_po.jpg,False,0,0,0,,#dhl,,,,,,,[],,,,
16,1388540312302219267,1388540312302219267,1619888782000.0,2021-05-02 01:06:22,+0800,,@DHLExpressIndia #DHL Spotted 🔍 #TheTeamBehindTheTeam #DHLSpotAndWin #CSKvsMI  https://t.co/IeMdBayrXB,en,"['dhl', 'theteambehindtheteam', 'dhlspotandwin', 'cskvsmi']",[],467226889,467226889,Som_TheBongGuy,🅂🄾🄼 🄽🄰🅃🄷,7,01,https://twitter.com/Som_TheBongGuy/status/1388540312302219267,[],"['https://pbs.twimg.com/media/E0UWAxWVoAAEI7m.jpg', 'https://pbs.twimg.com/media/E0UWCAMVEAAb6Iu.jpg', 'https://pbs.twimg.com/media/E0UWCK7VoAQ300u.jpg', 'https://pbs.twimg.com/media/E0UWDdtVcAE3zuE.jpg']",1,https://pbs.twimg.com/media/E0UWAxWVoAAEI7m.jpg,False,0,0,0,,#dhl,,,,,,,[],,,,
17,1388538676209242112,1388485501242519555,1619888392000.0,2021-05-02 00:59:52,+0800,,@j0risverhoeven daar hebben ze #DHL en die bruine busjes #UPSvoor uitgevonden!,nl,"['dhl', 'upsvoor']",[],1131257036975616000,1131257036975616000,Brabantsaapje,GJHAM,7,00,https://twitter.com/Brabantsaapje/status/1388538676209242112,[],[],0,,False,1,0,0,,#dhl,,,,,,,"[{'screen_name': 'j0risverhoeven', 'name': 'heerlijkdieruimte', 'id': '539920282'}]",,,,
18,1388536775086415876,1388536775086415876,1619887939000.0,2021-05-02 00:52:19,+0800,,"Geez, @DHLUS damaged my purchased item during delivery, took 4 months to process the claim, and came back with an offer to pay only 40% of the purchased item, not including the delivery charge…   #DHL #Tesla",en,"['dhl', 'tesla']",[],909787998845329408,909787998845329408,landowski_greg,Foshtizzle,7,00,https://twitter.com/landowski_greg/status/1388536775086415876,[],[],0,,False,0,2,0,,#dhl,,,,,,,[],,,,
19,1388536063874895873,1388468230918795268,1619887770000.0,2021-05-02 00:49:30,+0800,,@DHLExpressIndia Thanks team for this awesome contest Enjoyed it a lot Wish to win 🙏  #TheNumbersGame #DHL #TheTeamBehindTheTeam #DHLIndia #contest  @DHLExpressIndia,en,"['thenumbersgame', 'dhl', 'theteambehindtheteam', 'dhlindia', 'contest']",[],865908264533454849,865908264533454849,Ankit12792,Ankit Gupta,7,00,https://twitter.com/Ankit12792/status/1388536063874895873,[],[],0,,False,1,0,0,,#dhl,,,,,,,"[{'screen_name': 'DHLExpressIndia', 'name': 'DHL Express India', 'id': '381909397'}]",,,,
20,1388534612960239619,1388495182471991297,1619887424000.0,2021-05-02 00:43:44,+0800,,@DHLExpressIndia #DHL spotted and DM done. #DHLSpotAndWin  @DHLExpressIndia  https://t.co/kM5K8veczP,en,"['dhl', 'dhlspotandwin']",[],956205384540176384,956205384540176384,SantoshPethkar9,आत्मनिर्भर,7,00,https://twitter.com/SantoshPethkar9/status/1388534612960239619,[],['https://pbs.twimg.com/media/E0UQ3wKX0AU1z73.jpg'],1,https://pbs.twimg.com/media/E0UQ3wKX0AU1z73.jpg,False,0,0,0,,#dhl,,,,,,,"[{'screen_name': 'DHLExpressIndia', 'name': 'DHL Express India', 'id': '381909397'}]",,,,
21,1388533192601206791,1388525988678553602,1619887085000.0,2021-05-02 00:38:05,+0800,,@TheRishiJain If you are in Toronto - send through #DHL #Fedex or #DTDC by airport  If shipping fees appear to be too high let me know.,en,"['dhl', 'fedex', 'dtdc']",[],140499484,140499484,anilsedha,Anil Sedha,7,00,https://twitter.com/anilsedha/status/1388533192601206791,[],[],0,,False,0,0,0,,#dhl,,,,,,,"[{'screen_name': 'TheRishiJain', 'name': 'Rishi Jain', 'id': '1162102567'}]",,,,
22,1388531865464676352,1388495182471991297,1619886769000.0,2021-05-02 00:32:49,+0800,,@DHLExpressIndia #DHL spotted in IPL Match 🎉🎉🥳🏆🏆🥳❤️❤️ #DHLSpotAndWin @DHLExpressIndia  https://t.co/0OG61Bu3ua,en,"['dhl', 'dhlspotandwin']",[],993282908,993282908,ajaysahoo1981,AjayKumarSahoo,7,00,https://twitter.com/ajaysahoo1981/status/1388531865464676352,[],['https://pbs.twimg.com/media/E0UOXzkVIAoesUQ.jpg'],1,https://pbs.twimg.com/media/E0UOXzkVIAoesUQ.jpg,False,0,0,0,,#dhl,,,,,,,"[{'screen_name': 'DHLExpressIndia', 'name': 'DHL Express India', 'id': '381909397'}]",,,,
23,1388530598264729602,1388495182471991297,1619886466000.0,2021-05-02 00:27:46,+0800,,@DHLExpressIndia Spotted the #DHL branding during today's #MIvCSK match 💯🏏  #TheTeamBehindTheTeam #DHLSpotAndWin @DHLExpressIndia   JOIN FRIENDS 💯 @surindersuri99  @MdRaju1  @vinskas  https://t.co/dbLG8N5Tb1,en,"['dhl', 'mivcsk', 'theteambehindtheteam', 'dhlspotandwin']",[],1054820731,1054820731,MrD_Shukla,Dinesh Shukla,7,00,https://twitter.com/MrD_Shukla/status/1388530598264729602,[],['https://pbs.twimg.com/media/E0UNFZsVkAQ0HPo.jpg'],1,https://pbs.twimg.com/media/E0UNFZsVkAQ0HPo.jpg,False,0,0,0,,#dhl,,,,,,,"[{'screen_name': 'DHLExpressIndia', 'name': 'DHL Express India', 'id': '381909397'}]",,,,
24,1388529038424162307,1388529038424162307,1619886095000.0,2021-05-02 00:21:35,+0800,,🔔 #DHL down?  🔗 Real-time status:  https://t.co/7wIdQysiwG  🔁 RETWEET if you are affected too.  #DHLDown #DHLOutage (Possible problems since 2021-05-01 12:21:34),en,"['dhl', 'dhldown', 'dhloutage']",[],1186334443843346432,1186334443843346432,servicesdown_,Services Down,7,00,https://twitter.com/servicesdown_/status/1388529038424162307,['https://servicesdown.com/services/dhl'],[],0,,False,0,0,0,,#dhl,,,,,,,[],,,,
25,1388527956918743043,1388527956918743043,1619885837000.0,2021-05-02 00:17:17,+0800,,#Condor operates flights for #DHL at Leipzig Airport ✈📦  https://t.co/3X9fn47Efj,de,"['condor', 'dhl']",[],3007277103,3007277103,Justin00E,aviator1303 ✈️,7,00,https://twitter.com/Justin00E/status/1388527956918743043,[],"['https://pbs.twimg.com/media/E0UKyJXXoAcLqbH.jpg', 'https://pbs.twimg.com/media/E0UKy-UWYAcSU7-.jpg', 'https://pbs.twimg.com/media/E0UKzvsWUAEg5V9.jpg', 'https://pbs.twimg.com/media/E0UK0VWXsAc71VL.jpg']",1,https://pbs.twimg.com/media/E0UKyJXXoAcLqbH.jpg,False,4,0,0,,#dhl,,,,,,,[],,,,
26,1388527610892722185,1388495182471991297,1619885754000.0,2021-05-02 00:15:54,+0800,,@DHLExpressIndia #DHL spotted and DM done. #DHLSpotAndWin @JyotiTalreja14 @AnchalMoolchan3 @sapnajhamtani  https://t.co/pRSxBaNHd3,en,"['dhl', 'dhlspotandwin']",[],1153247571160076288,1153247571160076288,MONA_VALLECHA,mona Vallecha,7,00,https://twitter.com/MONA_VALLECHA/status/1388527610892722185,[],['https://pbs.twimg.com/media/E0UKfF8VoAACjEY.jpg'],1,https://pbs.twimg.com/media/E0UKfF8VoAACjEY.jpg,False,0,0,0,,#dhl,,,,,,,"[{'screen_name': 'DHLExpressIndia', 'name': 'DHL Express India', 'id': '381909397'}]",,,,
27,1388527445083623426,1388527445083623426,1619885715000.0,2021-05-02 00:15:15,+0800,,"@DHLNL Waanzin! Bij #AmazonPrime een pakketje besteld wat helaas via #DHL bezorgd zou worden. Zoals de meeste keren melding 'we hebben je gemist, we komen nog een keer langs. Jammer dat dit meer regel dan uitzondering is bij DHL. @amazon zou een andere transporteur gaan zoeken.",nl,"['amazonprime', 'dhl']",[],230443113,230443113,lfptak,Frans-Paul Tak,7,00,https://twitter.com/lfptak/status/1388527445083623426,[],[],0,,False,0,2,0,,#dhl,,,,,,,[],,,,
28,1388516088330153984,1388516088330153984,1619883007000.0,2021-05-01 23:30:07,+0800,,"Never recieve anything why staus is delivered? There's always the people at home it,s impossible to contact noone, and why dont you call customer? What the... !!! #dhl #dhlecommerce  https://t.co/AfWjN0mqS6",en,"['dhl', 'dhlecommerce']",[],203683502,203683502,iamoumu,MeMySelf,6,23,https://twitter.com/iamoumu/status/1388516088330153984,[],['https://pbs.twimg.com/media/E0UABFcVIAETwbx.jpg'],1,https://pbs.twimg.com/media/E0UABFcVIAETwbx.jpg,False,0,0,0,,#dhl,,,,,,,[],,,,
29,1388508626529124352,1388495182471991297,1619881228000.0,2021-05-01 23:00:28,+0800,,@DHLExpressIndia #DHL  https://t.co/DUEocEl23t,und,['dhl'],[],1261151346591281152,1261151346591281152,SaddamMolla0071,sàddäm Møllã🙏🙏🙏,6,23,https://twitter.com/SaddamMolla0071/status/1388508626529124352,[],['https://pbs.twimg.com/media/E0T5JO9UUAMzBOU.jpg'],1,https://pbs.twimg.com/media/E0T5JO9UUAMzBOU.jpg,False,0,0,0,,#dhl,,,,,,,"[{'screen_name': 'DHLExpressIndia', 'name': 'DHL Express India', 'id': '381909397'}]",,,,
30,1388508520690114568,1388508520690114568,1619881203000.0,2021-05-01 23:00:03,+0800,,"#Baerbock und die #Grünen-Heuchelei. Angeblich Lobbyisten regulieren, während gleichzeitig ihr Mann Lobbyist bei der Deutschen Post #DHL ist. Dort ist er für Umwelt/Klimaschutz zuständig..bringt also grüne Klimahysterie direkt in den Konzern+verdient noch viel Geld damit!  https://t.co/YWIXR4Iyal",de,"['baerbock', 'grünen', 'dhl']",[],907354122613149697,907354122613149697,mariomayl,mario may,6,23,https://twitter.com/mariomayl/status/1388508520690114568,[],['https://pbs.twimg.com/media/E0T5I_KXoAI_11y.jpg'],1,https://pbs.twimg.com/media/E0T5I_KXoAI_11y.jpg,False,11,0,6,,#dhl,,,,,,,[],,,,
31,1388508028924686346,1388468230918795268,1619881085000.0,2021-05-01 22:58:05,+0800,,@DHLExpressIndia The Most Unique contest!! Hoping for a Win!! Fingers crossed. #TheNumbersGame #DHL #DHLIndia #TheTeamBehindTheTeam #contest,en,"['thenumbersgame', 'dhl', 'dhlindia', 'theteambehindtheteam', 'contest']",[],103226594,103226594,hus_hsk,Husain K,6,22,https://twitter.com/hus_hsk/status/1388508028924686346,[],[],0,,False,0,0,0,,#dhl,,,,,,,"[{'screen_name': 'DHLExpressIndia', 'name': 'DHL Express India', 'id': '381909397'}]",,,,
32,1388497342345658372,1388497342345658372,1619878538000.0,2021-05-01 22:15:38,+0800,,#migros online shop für österreich 🇦🇹  ➡️  https://t.co/ja01cf5Z3V ➡️ mit schweizer impressum 😉 ➡️ zustellung mit #dhl  https://t.co/oAKgbadssD,de,"['migros', 'dhl']",[],2270133770,2270133770,KHKindler,Karlheinz Kindler,6,22,https://twitter.com/KHKindler/status/1388497342345658372,['http://www.migros-shop.at'],['https://pbs.twimg.com/media/E0Tu-O3XoAYfNiN.jpg'],1,https://pbs.twimg.com/media/E0Tu-O3XoAYfNiN.jpg,False,0,0,0,,#dhl,,,,,,,[],,,,
33,1388491852949635074,1388491852949635074,1619877229000.0,2021-05-01 21:53:49,+0800,,Moeen Ali  #dhlmatchkastar #dhl #contest  #theteambehindtheteam @DHLExpressIndia,nl,"['dhlmatchkastar', 'dhl', 'contest', 'theteambehindtheteam']",[],1265462215433506818,1265462215433506818,ManishY70708175,Manish Yadav,6,21,https://twitter.com/ManishY70708175/status/1388491852949635074,[],[],0,,False,0,0,0,,#dhl,,,,,,,[],,,,
34,1388490079211966470,1388468230918795268,1619876806000.0,2021-05-01 21:46:46,+0800,,@DHLExpressIndia Done 😍 Enjoyed it a lot team #TheNumbersGame #DHL #TheTeamBehinfTheTeam #DHLIndia #contest  @DHLExpressIndia,en,"['thenumbersgame', 'dhl', 'theteambehinftheteam', 'dhlindia', 'contest']",[],1286284475643629569,1286284475643629569,little_buddha16,Neha Gupta,6,21,https://twitter.com/little_buddha16/status/1388490079211966470,[],[],0,,False,0,0,0,,#dhl,,,,,,,"[{'screen_name': 'DHLExpressIndia', 'name': 'DHL Express India', 'id': '381909397'}]",,,,
35,1388476311774109698,1388474626825654272,1619873524000.0,2021-05-01 20:52:04,+0800,,@bernd471 Nach einer #Polizei NoGoArea gibt es jetzt auch schon eine #DHL NoGoArea. Nur Sozialhilfe wird noch reingelassen.,de,"['polizei', 'dhl']",[],2389172415,2389172415,Willigender,Willi Weber 🇩🇪,6,20,https://twitter.com/Willigender/status/1388476311774109698,[],[],0,,False,0,0,0,,#dhl,,,,,,,"[{'screen_name': 'bernd471', 'name': 'Bernd Luge', 'id': '183409796'}]",,,,
36,1388472537869398016,1388472537869398016,1619872624000.0,2021-05-01 20:37:04,+0800,,🔔 #DHL down?  🔗 Real-time status:  https://t.co/7wIdQysiwG  🔁 RETWEET if you are affected too.  #DHLDown #DHLOutage (Possible problems since 2021-05-01 08:37:04),en,"['dhl', 'dhldown', 'dhloutage']",[],1186334443843346432,1186334443843346432,servicesdown_,Services Down,6,20,https://twitter.com/servicesdown_/status/1388472537869398016,['https://servicesdown.com/services/dhl'],[],0,,False,0,0,0,,#dhl,,,,,,,[],,,,
37,1388469172942741509,1388468230918795268,1619871821000.0,2021-05-01 20:23:41,+0800,,@DHLExpressIndia Fingers crossed 🤞   #TheNumbersGame   #DHL #TheTeamBehindTheTeam #DHLIndia #contest,en,"['thenumbersgame', 'dhl', 'theteambehindtheteam', 'dhlindia', 'contest']",[],960820110637244417,960820110637244417,pd_dhadiwal,Prashant Dhadiwal,6,20,https://twitter.com/pd_dhadiwal/status/1388469172942741509,[],[],0,,False,0,0,0,,#dhl,,,,,,,"[{'screen_name': 'DHLExpressIndia', 'name': 'DHL Express India', 'id': '381909397'}]",,,,
38,1388468797061824512,1388468230918795268,1619871732000.0,2021-05-01 20:22:12,+0800,,@DHLExpressIndia Fingers crossed✌️  #TheNumbersGame #DHL #TheTeamBehindTheTeam #DHLIndia,en,"['thenumbersgame', 'dhl', 'theteambehindtheteam', 'dhlindia']",[],1295606384449396737,1295606384449396737,RajAgra01242214,RAJ Agrawal,6,20,https://twitter.com/RajAgra01242214/status/1388468797061824512,[],[],0,,False,0,0,0,,#dhl,,,,,,,"[{'screen_name': 'DHLExpressIndia', 'name': 'DHL Express India', 'id': '381909397'}]",,,,
39,1388468230918795268,1388468230918795268,1619871597000.0,2021-05-01 20:19:57,+0800,,"That's a wrap, everyone! 🥳  Thank you all for participating in #TheNumbersGame contest.🙏  #DHL #TheTeamBehindTheTeam #DHLIndia #contest  https://t.co/2EmNnXPqNw",en,"['thenumbersgame', 'dhl', 'theteambehindtheteam', 'dhlindia', 'contest']",[],381909397,381909397,DHLExpressIndia,DHL Express India,6,20,https://twitter.com/DHLExpressIndia/status/1388468230918795268,[],['https://pbs.twimg.com/media/E0TUfh1VgAI4AtX.jpg'],1,https://pbs.twimg.com/media/E0TUfh1VgAI4AtX.jpg,False,105,32,39,,#dhl,,,,,,,[],,,,
40,1388464604725059588,1388464604725059588,1619870732000.0,2021-05-01 20:05:32,+0800,,Aggressive Anwohner und Corona-Angst: Post fährt Sackgasse im Ruhrpott nicht direkt an. #Duisburg #DHL #Corona  https://t.co/UUrr0NfCC3  https://t.co/9vKmwBOIRl,de,"['duisburg', 'dhl', 'corona']",[],781788488022777856,781788488022777856,TAG24,TAG24 NEWS Deutschland,6,20,https://twitter.com/TAG24/status/1388464604725059588,['https://www.tag24.de/nachrichten/regionales/nordrhein-westfalen/aggressive-anwohner-corona-angst-post-faehrt-sackgasse-im-ruhrpott-nicht-direkt-an-1944550'],['https://pbs.twimg.com/media/E0TRMzSX0AEst8T.jpg'],1,https://pbs.twimg.com/media/E0TRMzSX0AEst8T.jpg,False,0,0,2,,#dhl,,,,,,,[],,,,
41,1388458868662054912,1388458868662054912,1619869365000.0,2021-05-01 19:42:45,+0800,,"Niet allemaal in ieder geval. Heb #DHL en #PostNL even gecheckt qua namen in mijn afgelopen correspondenties… Nergens een Lente, Giliano, Mo, Britt of Zoë..",nl,"['dhl', 'postnl']",[],151853247,151853247,RalfHenry,Ralf Henry ●●OOO,6,19,https://twitter.com/RalfHenry/status/1388458868662054912,[],[],0,,False,0,0,0,https://twitter.com/RalfHenry/status/1388457277347221508,#dhl,,,,,,,[],,,,
